Type,Title,DatePublished,Body,Description,Polarity_of_Body,Polarity_of_Desc,Polarity_of_Title
Bitcoin,Why Is the Bitcoin Price Still Suffering?,2019-11-20,"futures contracts trades werent enough to keep bitcoin where it was. The $9,000 proved difficult for the currency to maintain, and resistance levels appear are inherently winning.
But its not just bitcoin that suffers. Ethereum, the second-largest cryptocurrency, is
down to $175 at press
time. Just yesterday the currency was trading for $180, and Ethereum seems to be experiencing more losses than even BTC, but bitcoin cash  the little brother of everyones favorite digital coin  has incurred some of the highest losses to date. At the time of writing, it is trading for just over $236 when bitcoin cash, just weeks ago, was trading for $300 even.
The currency has thus lost nearly $70 in a relatively short period of time, and Ripples XRP  the worlds third-largest cryptocurrency  is trading at 25 cents, meaning its lost more than five cents since reaching its late October trading figure of $0.30.
The strange thing is that there doesnt seem to be any real reason for the drops. Crypto continue","Bitcoin, as well as several other forms of crypto, are experiencing continued falls in their prices, with some having lost more than $60.",0.029067460317460322,0.125,0.0
Bitcoin,Bitcoin's Carbon Footprint May Not Be As Massive As Previously Estimated,2019-11-20,"proposed
shutting down cryptocurrency mining altogether, partially because of the pollution.
Those outcomes are still very hard to pin down, Ethan Lou, author of the upcoming book
Once a Bitcoin Miner,
told Gizmodo. Lou, an early Bitcoin investor and founder of a cryptocurrency mining startup, has compared Bitcoin to the oil industry,
Bitcoins environmental footprint will haunt it.
Advertisement
I wont be surprised if another study comes out a few months down the line with drastically higher or lower figures, he said via email, given that precise information on location, types of machines, and electricity sources is elusive. [M]ethods are constantly","Whether Bitcoin, an immaterial resource derived from hype and blind faith, will vanish into thin air is uncertain, but it will leave behind a dark cloud of carbon pollution. Cryptocurrency mining facilities use so much energy that the government of Abkhazia cut power to 15 mining centers last year. A Norway Parliamentary representative has called Bitcoin, in particular, the most dirty form of cryptocurrency output. Some researchers have estimated that Bitcoin alone could push us over the critical two-degree celsius threshold.",-0.0268939393939394,-0.11833333333333332,-0.08333333333333333
Bitcoin,Singapore proposes to regulate bitcoin futures,2019-11-20,"Get the news that matters in your inbox every morning!
TRY AGAIN
Please enter your email address
I consent to the use of my personal data by Mediacorp and the Mediacorp group of companies (collectively ""Mediacorp"") to send me marketing and advertising materials in relation to goods and services of Mediacorp and its business partners and for research and analysis
SUBSCRIBE",Singapore's central bank plans to bring bitcoin and other similar cryptocurrency futures traded on approved exchanges under its regulation in ...,0.0,-0.041666666666666664,0.0
Bitcoin,The emissions of Bitcoin are comparable to a smaller country,2019-11-20,"global emissions
.
The idea behind cryptocurrencies is nothing short of innovative. They offer anonymity, no sales tax and freedom from bank and government interference. Its a decentralized system. It doesnt require any banks or central authority: transactions are stored digitally as blocks in a chain that is kept by a network of peers. Its a true power to the people approach and relying on a set of impressive technological advancements.
But while Bitcoin, by far the most used cryptocurrency, has been used successfully in some projects, its still failed to bring the revolution it promised  and at the same time, its ushered in an unexpectedly high environmental cost.
ADVERTISEMENT
Bitcoins are mined by solving complex puzzles, which require substantial computational power. Essentially, the Bitcoin miners try to find a random value (called a nonce value), and every time they do so, an algorithm is applied to map the data. This process is extremely computationally-intensive; if you want t",The emissions of Bitcoin are on par with those of Croatia or Estonia.,0.08527777777777779,0.0,0.0
Bitcoin,Estimating the environmental impact of Bitcoin mining,2019-11-20,Researchers reporting in ACS Environmental Science & Technology have estimated that past and future environmental impacts of Bitcoin mining could be lower than previously thought.,Researchers reporting in ACS Environmental Science & Technology have estimated that past and future environmental impacts of Bitcoin mining could be lower than previously thought.,-0.13888888888888887,-0.13888888888888887,0.0
Bitcoin,Bitcoin Daily: RBC Won't Launch Crypto Exchange,2019-11-20,"Cointelegraph
that recent media articles have commented on certain patent applications made by RBC in relation to blockchain technology, and speculated on the applications of these patents.
RBC explained that the patents are unrelated to the development of a crypto exchange. As part of the innovation and discovery process, RBC, like many other organizations, files patent applications to ensure proprietary ideas and concepts are protected, the bank said.
In other news, Grayscale Bitcoin Trust (
GBTC
) announced that it has publicly filed a Registration Statement on Form 10 with the Securities and Exchange Commission (SEC).
The filing is subject to SEC review. If it is deemed effective, GBTC would be designated as the first digital currency investment vehicle to attain the status of a reporting company by the SEC.
We want to be clear that this voluntary filing is not and should not be confused as an effort to classify the Trust as an exchange traded fund (ETF). Our products are not ETFs,","RBC is not launching its own crypto exchange, while Grayscale First bitcoin fund (GBTC) will file with the SEC but is not attempting to become an ETF.",0.0365079365079365,0.25,0.0
Bitcoin,Andreas Antonopoulos: This Is Why Bitcoin Can't Be Regulated,2019-11-20,", Antonopoulos, who is also a host on the famous
Lets Talk Bitcoin
podcast, shared his views on the current state of the traditional financial system. He thinks that some of the governmental involvements corrupt it. He also believes that taxing people through inflation to pay off national debts and implementing negative rates is bad for money and diminishes its true purpose to express value and coordinate resource allocation.
He talked more about how governments initially had a relatively open financial system, but since the 1970s have been slowly migrating towards a system of totalitarian control. According to Antonopoulos, they believe its their right to keep financial transactions under complete surveillance and be able to seize, freeze, constrain, and censor financial transactions between people. He continued by saying that the whole idea is unhealthy, and its fundamental precepts are fascist in nature.
Perhaps one of the most recent examples that underscore this point came from th","Andreas Antonopoulos, one of the most popular Bitcoin proponents, shared his views on the matter of cryptocurrencies and the global financial system in a",0.033441558441558446,0.275,0.0
Bitcoin,Top 10 Bitcoin Holders of 2019,2019-11-20,"Cryptocurrencies offer a range of features that make them unique. The blockchain networks upon which cryptocurrencies operate are free from centralized control, theyre maintained by a decentralized network of miners or participants and, perhaps most","Cryptocurrencies offer a range of features that make them unique. The blockchain networks upon which cryptocurrencies operate are free from centralized control, theyre maintained by a decentralized network of miners or participants and, perhaps most",0.425,0.425,0.5
Bitcoin,"Bitcoin Just Surged to a New All-Time High Above $8,200",2019-11-20,"Bitcoin's price soared above $8,200 on November 20, just four days after the cryptocurrency surpassed the $8,000 mark for the first time.","Bitcoin's price soared above $8,200 on November 20, just four days after the cryptocurrency surpassed the $8,000 mark for the first time.",0.125,0.125,0.0987878787878788
Bitcoin,Gold and Bitcoin Both Challenge Fiat Currency's Dominance,2019-11-20,"Bitcoin has achieved a level of acceptance that not many would have predicted a few years ago. Many investors overlooked the entire crypto space, and today,...","Bitcoin has achieved a level of acceptance that not many would have predicted a few years ago. Many investors overlooked the entire crypto space, and today,...",0.012499999999999997,0.012499999999999997,0.0
Bitcoin,"Bitcoin, Largest Cryptocurrency of the world Drops to a New Low",2019-11-20,"On Nov 20th, the cryptocurrency market saw Bitcoin hitting a fresh new low in over a year. | allcoinposts","On Nov 20th, the cryptocurrency market saw Bitcoin hitting a fresh new low in over a year. | allcoinposts",0.10909090909090909,0.10909090909090909,0.06818181818181818
Bitcoin,Bakkt and Fidelity Digital Assets Will Custody Bitcoin For Galaxy Digital's New Funds,2019-11-19,"Galaxy Bitcoin Fund
and the Galaxy Institutional Bitcoin Fund. Each fund requires a minimum investment of $25,000 USD, but the second one can allow for higher investments and weekly withdrawals.
Now, it was announced that Bakkt will be one of the custodians of the fund. The CEO of
Bakkt
, Kelly Loeffler, affirmed that sophisticated investors are seeking the highest security standards right now and that they are looking for the companies that can provide it. The Bakkt Warehouse was created to cater to these rich investors and will be used by the fund managers to store the crypto safely.
Mike Novogratz
, the CEO of Galaxy Digital, believes that Bitcoin is getting more institutional investors now and that they are creating a new footprint for the ecosystem, which is important for growth. This will become the backbone of a new financial system, in his vision.
With these new products, Novogratz wants to connect with more investors and help the ones who are already investing in
Galaxy Digita",The Galaxy Bitcoin Fund and Galaxy Institutional Bitcoin Fund created for accredited institutional investors will tap into Fidelity Digital Assets and Bakkt to store bitcoin funds.,0.2613203463203463,0.0,0.04545454545454545
Bitcoin,"Bitcoin Price Analysis: Is $7,200 The Buy Zone Eagerly Waited For?",2019-11-19,"Coinbase
At the time of writing, a minor recovery can be spotted with Bitcoin holding above the 23.6% Fib resistance level taken between the last swing high of $10,522 to a swing low of $7,281. It is apparent that Bitcoin bulls must maintain the price above $8,000 to avoid the devastating grip that would see the price plunge to the possible bounce/buy zone at $7,200.
At the moment, the Relative Strength Index (RSI) is in the oversold region. A visible minor recover targeting shows that buying activity is gaining traction. However, to be on the safe side, the RSI must break the high pattern it has been forced to formed since October 26.
On the upside, defending $8,000 support is key for reversal if the buyers want to avoid the $7,000 range altogether. This will also bank on the ability for Bitcoin to recover above $8,400 and $8,800 respectively. Besides, it is clear that the journey to $9,000 will not be a smooth ride.
Bitcoin Key Technical Levels","If Bitcoin breaks $8,000 key level; expect $7,200 to be the rendezvous. Bitcoin breaks below the falling wedge pattern support further complicating the chances of [...]",-0.0014285714285714273,0.0,0.0
Bitcoin,Can Bitcoin and Blockchain Help Avoid a New Financial Crisis?,2019-11-19,"Could blockchain, bitcoin, and crypto wisdom help prevent the next financial crisis? Maybe, but only if its implemented.
If youve been paying attention to any
bitcoin news sources
within the last 5 years or so, youll have undoubtedly heard about blockchain technology. More than just your average crypto buzzword, blockchain technologies may just hold the key (no pun intended) to many of the worlds financial issues.
And no, were not talking about investing in crypto. Blockchain, the public ledger system that keeps bitcoin and other altcoins decentralized and functioning may have applications that far exceed those of its original concept.
2008: The Crisis
In 2007, the world watched in horror as the whole of the United States economic infrastructure collapsed before their eyes. The
, leaving a global banking crisis in its wake.
Following excessive risk-taking and betting on less than valid future predictions and the iconic collapse of the
Lehman Brothers investment bank
, the global econom","Could blockchain, bitcoin, and crypto wisdom help prevent the next financial crisis? Maybe, but only if its implemented. Click here",0.07651515151515151,0.0,0.06818181818181818
Bitcoin,Bitcoin daily chart alertPrice downtrend strengthening,2019-11-19,"Tuesday November 19, 2019 08:17
Kitco News
Share this article:
Editor's Note: Get caught up in  minutes with our speedy summary of today's must-read news stories and expert  opinions that moved the precious metals and financial markets. Sign up here!
Editor's Note:
Welcome to Kitco's Bitcoin Daily Technical Alert. Every trading day veteran Kitco technical analyst Jim Wyckoff will provide you with a concise and easy-to-understand near-term technical brief on Bitcoin. Importantly, Jim will glean the short-term charts and technical studies, and then alert you to the signals he sees regarding upcoming potential bigger price moves or price trend reversals. Jim's unique and exclusive daily technical report is an absolute must for any trader/investor/market watcher who closely follows Bitcoin.",Kitco News' general-interest stories takes a look at what is making headlines in the marketplace and how that is impacting precious metals prices,0.13194444444444448,0.5,0.0
Bitcoin,"Bitcoin, Litecoin and Crypto Holy Grail: Former Google Engineer Breaks Privacy Protocol Mimblewimble",2019-11-18,"says
he broke Mimblewimble.
Using only $60/week of AWS [Amazon Web Services] spend, I was able to uncover the exact addresses of senders and recipients for 96% Grin transactions in real time.
While Bogatyy says Mimblewimble
isnt a viable alternative to privacy coins Zcash or Monero, he believes the protocol still has valuable features and that when combined with other technology, such an
, it can offer users robust privacy options.
Writes Bogatyy,
But this is how science always advances: we propose new theories, and then repeatedly knock them down, until whats left standing has stood the test of time.
Bitcoin developers from around the world are currently meeting throughout the month of November to explore other proposals for enhanced privacy and scalability. The global effort has attracted Jack Dorseys
, a leader in Bitcoin te","Mimblewimble is the heart of two confidential cryptocurrencies called Grin and Beam. The privacy protocol was designed to make cryptocurrency transactions truly private  unlike Bitcoin transactions that can be traced  so that a third party can not identify the sender, the receiver or the amount. But a former deep learning software engineer and",0.05673400673400673,0.0,0.0
Ethereum,"Loom Network Plans to Make LOOM a Multichain Token, Starting With Binance Chain",2019-11-24,"ATOM
) planned as upcoming additions.
A multichain token is one that is portable across different networks. LOOM started as an ERC20 token on Ethereum and then became a native token on our Basechain  and it is already portable between the two chains, stated the Loom Network team. Moving forward, there will be LOOM tokens on various sister chains, and they will be interchangeable and transferable using our Transfer Gateway.
As a first step to making LOOM a multichain token, Loom Network plans to integrate it into Binance Chain using the BEP2 token standard. This will serve as a testing ground for Loom Networks process moving forward, as the team will assess investor and developer appetite for the BEP2 token.
The addition of BEP2 LOOM will not impact current ERC20 LOOM holders, and stakers will soon have the option to extract their tokens on either chain moving forward.
LOOM/USD (",LOOM is coming to a blockchain network near you.,0.05,0.1,0.0
Ethereum,Ethereum IG Client Sentiment: Our data shows traders are now at their most net-long Ethereum since Jul 04 when Ethereum traded near 291.96.,2019-11-22,"Ethereum
: Retail trader data shows 94.46% of traders are net-long with the ratio of traders long to short at 17.06 to 1. Our data shows traders are now at their most net-long Ethereum since Jul 04 when Ethereum traded near 291.96. The number of traders net-long is 0.84% lower than yesterday and 0.95% higher from last week, while the number of traders net-short is 13.89% lower than yesterday and 31.11% lower from last week. We typically take a contrarian view to crowd sentiment, and the fact traders are net-long suggests Ethereum prices may continue to fall. Traders are further net-long than yesterday and last week, and the combination of current sentiment and recent changes gives us a stronger Ethereum-bearish contrarian trading bias.","Traders are further net-long than yesterday and last week, and the combination of current sentiment and recent changes gives us a stronger Ethereum-bearish contrarian trading bias.",0.052777777777777785,0.0,0.3
Ethereum,3 ways digital marketing helps scale your cryptocurrency business,2019-11-22,"0
Theres no doubt that the general public is interested in cryptocurrencies like Bitcoin and Ethereum and has an awareness of the bombastic blockchain technology that drives them.
However, if youre launching a cryptocurrency company, youll have to find ways to connect with people with a passing interest and engage them for long enough to convert them to customers.
Enter digital marketing  an established discipline that harnesses data to engage with target audiences in endlesley inventive ways.
If you want sustained success, here are three ways digital marketing helps
.
SEO (Search Engine Optimisation)
Although powerful search engines like Google and social media platforms like Facebook no longer ban cryptocurrency adverts outright, following best practice for SEO can ensure that your website maintains a prominent search ranking and isnt penalized in future","Theres no doubt that the general public is interested in cryptocurrencies like Bitcoin and Ethereum and has an awareness of the bombastic blockchain technology that drives them. However, if youre launching a cryptocurrency company, youll have to find ways to connect with people with a passing interest and engage them...",0.19222222222222224,0.10000000000000002,0.0
Ethereum,MyEtherWallet chooses Rivet for Ethereum blockchain node infrastructure,2019-11-21,"MyEtherWallet chooses Rivet for Ethereum blockchain node services
Published by
CryptoNinjas.net
November 22, 2019
MyEtherWallet (MEW), a  user interface client for interacting with the Ethereum network, has announced a new partnership with Rivet to provide for its blockchain infrastructure needs.
Rivet was created by the same folks who designed OpenRelay, the first open source relayer built for 0x. Rivet provides a privacy-first node service that delivers fast, accurate, and reliable connectivity to the Ethereum blockchain.
The OpenRelay team is thrilled to contribute to MEWs ongoing success story, and we are deeply honored to have the opportunity to help them continue to thrive and grow. And thanks to our deeply-shared commitment to privacy, MEWs users can rest assured that they will always be treated like people  not products.","MyEtherWallet (MEW), a user interface client for interacting with the Ethereum network, has announced a new partnership with Rivet to provide for its",0.20863636363636365,0.13636363636363635,0.0
Ethereum,DappRadar Discovers Hidden Activity on Ethereum (ETH) Network,2019-11-21,"Ethereum (ETH)
network carries significant hidden volumes, found the latest research from the DappRadar monitoring service. Token transfers on the Ethereum network are not all accounted for, and DappRadar recently changed its methodology to account for additional activity.
DappRadar will now track activity for distributed apps not only based on users, but on the tokens passing through their smart contracts. This activity shows that the Ethereum network actually has higher value than expected.
At the moment, Ethereum activity is based on address activity, measuring the number of users. But accounting for tokens will measure the economic activity of the network based on the value of digital assets.
A shift was noted on the Ethereum network, with Maker DAO becoming the second most used dApp on the network. DeFi activity has grown, with the subsequent rise in token transfers. Based on DappRadar, Maker DAO carries 2.2 million ETH in value, with around 2,800 daily users.
The DeFi activity is",The Ethereum network still carries the highest load of distributed computation and token action.,0.13891369047619045,0.1,-0.16666666666666666
Ethereum,XRP Offers 'Much Better And Stronger Technology Than Ethereum',2019-11-21,"to enjoy this freedom.
XRPL Beats Ethereum And Stellar
Over the last 6 months or so, the exchange has been working on various platforms, including XRPL, Stellar, and Ethereum. In the end, they ditched Stellar and Ethereum and took up XRPL as their main platform.
Advertisement
XRP Ledger allows for the creation of other tokens to be set up and traded against stocks on the network. According to Bob, this is one huge factor that contributed to the exchanges decision to choose the XRP network.
The SOLO Token
Since the Sologenic platform will run on the XRP network, it means that there will be only two cryptos against which stocks can be traded. CoinFields token is named SOLO. To that effect, stocks will be traded against SOLO and XRP. This set up will see the two cryptos exposed to trade with over 30,000 stocks, and that means that the volume, especially that of XRP, will increase significantly.
What's Your Thought On This?, Let Us Know In the Comment Section Below.
Get Daily Crypto News O","While the price appears to be almost tanking, XRP continues to achieve greatness and favor in other aspects, especially where the XRPL",0.1512820512820513,-0.0625,0.3
Ethereum,Polymath Moves Security Token Platform Off Ethereum and Onto Parity's Substrate,2019-11-20," 2019 CoinDesk
English
The leader in blockchain news, CoinDesk is a media outlet that strives for the highest journalistic standards and abides by a","As part of the transition, Parity has agreed to build certain business-logic features on Polymeshs base layer.",0.0,-0.29285714285714287,0.0
Ethereum,Gods Unchained Transfers 6 Million Cards Over Ethereum in 3 Days,2019-11-20,"Blockchain card game Gods Unchained has registered a record number of transactions on the Ethereum ERC-721 standard.
Despite eclipsing CryptoKitties transactions in a matter of days, Gods Unchained is not clogging up the blockchain.
The Gods Unchained marketplace will soon go live and provide a useful test-case for the future of Ethereum gaming.
Crypto asset market research firm CoinMetrics has confirmed a huge spike in blockchain card trading over the last three days. The bulk of the transactions have come from the Hearthstone-inspired game
Gods Unchained
.
According to CoinMetrics, transactions in the Ethereum ERC-721 standard spiked 4x to record a staggering 3.7 million exchanges on Nov. 17.
What Is Gods Unchained & ERC-721?
Gods Unchained is a decentralized digital card game that allows players to own cards and verify that ownership via a blockchain.
All players receive a free set of untradable cards while rarer cards can be bought or earned through in-game play. Those cards can th","Digital collectible card game Gods Unchained has smashed the record number of transfers over Ethereum, which was previously held by CryptoKitties.",0.05575757575757576,-0.26666666666666666,0.0
Ethereum,Ethereum Price Analysis: ETH Slips Below $180 But Bulls May Be Plotting a Comeback,2019-11-20,"Ethereum Price Analysis: ETH Slips Below $180 But Bulls May Be Plotting a Comeback
Ethereum Price Analysis: ETH Slips Below $180 But Bulls May Be Plotting a Comeback
Author:
Updated
Nov 20, 2019 @ 17:17
Ethereum has seen a small increase of 0.45% over the past 24 hours and it currently trades at $177.46. Over the past week, ETH dropped by a total of 5.58%, falling beneath the short term consolidation pattern that it was previously trading within.
Ethereum remains the second-largest cryptocurrency as it holds a market cap of $19.26 billion.
Looking at the ETH/USD 1-day chart:
Since
our last analysis
, ETH dropped beneath the symmetrical triangle and fell into the current support at $176.19, provided by a short term .5 Fibonacci Retracement level.
From above: The nearest level of resistance lies at $180. Above this, resistance is at $185, $189, $194, and $200. The resistance at $200 is bolstered by the 200-days EMA. Higher resistance is found at $202, $211, $218, and $225.
From below: Th","Ethereum has seen a small increase of 0.45% over the past 24 hours and it currently trades at $177.46. Over the past week, ETH dropped by a total of",-0.05128205128205128,-0.15,0.0
Ethereum,"Hedge Fund Manager: Bitcoin ""Echo Bubble"" Thesis Still Strong, Price to Unwind",2019-11-20,"Mark Dow
, a hedge fund manager and chartist, took to his blog to bash BTC.  In an entry titled, So You Want To Short Bitcoin? Heres Your Road Map, Dow, using the age-old anti-crypto argument, lambasted cryptocurrencies for being situated in a bubble, before claiming that a dramatic correction could be bound to happen.
As you likely well know, the American investor was right. Extremely right. In the months after his blog post, the cryptocurrency fell to $15,000, then $12,000, then $10,000, and lower and lower until it ended the year just a smidgen above $3,000. He had made the crypto short of the century, then he closed it, just three days after Bitcoin found its ultimate bottom.
BTC has surged since then, topping at $14,000 in June. Even still, Dow has persisted with his bearishness, recently
issuing the tweet below
asserting that truly strong assets dont give back moves [like the 42% surge past $10,000","If youve perused Crypto Twitter at all over the past months, youve likely seen the term Bitcoin echo bubble mentioned over and over again; bears of BTC and its ilk believe that the cryptocurrency market is in the midst of effectively a ""do-over"" of 2018's Crypto Winter.",0.015816326530612244,0.11666666666666665,0.4333333333333333
Ethereum,Is ETH About to Fall Back Beneath 0.02 Against BTC?,2019-11-19,"Over the past week, Ethereum has remained pretty static against BTC, moving sideways slightly. Ethereum remains the second largest cryptocurrency, thanks to a market cap value of $19.20 billion.
Ethereum price analysis
What has been going on?
Since our previous ETH/BTC analysis, we can see that Ethereum managed to edge ever so slightly higher as it reached the 0.0217 level. However, the cryptocurrency looks to be struggling to make any movement higher above 0.0220.
The cryptocurrency had dropped from resistance at 0.0223in October, but managed to find support at the 0.0190 before the end of the month and rebounded higher.
Ethereum price short-term prediction: Neutral
At this moment in time, the short-term price prediction remains neutral. For this market to turn bullish, we would need to see a clean break above the 0.0220 level. For this market to be considered as bearish, we would need to see price action drop ","Ethereum has seen a sharp price decline totaling around 4% over the past 24 hours of trading. This price drop is largely a result of BTC collapsing back toward the $8,077 level. Ethereum now trades at a price of around $175 with a price of 0.0215&nbsp;against BTC.",0.11309523809523811,-0.04017857142857143,0.0
Ethereum,Ethereum's Joe Lubin: Ethereum and Bitcoin Didn't Have to Comply with Regulations of Today,2019-11-18,", he also noted how new projects have to comply with regulations and how important security law is for the crypto space.
Tokens Must be Sure to Increase in Price
Lubin continued by saying that, in order to attract investors, projects need to promise that their tokens price will increase. He also claimed that since this is acquired through developers work, the assets sold are
. As a result, utility tokens can no longer be sold as utility tokens because theyre tokenized security. He further had to say that utility tokens are impossible to be sold equitably and broadly.
Ethereums Advantage as First on the Market
Lubin explained why Ethereum didnt have to comply with regulations, by saying that it had the advantage of being among the first players in the crypto industry. This means developers at Ethereum had the great opportunity to sell and distribute their cryptocurrency without having to respect any regulations, seeing the crypto space wasnt yet regulated when Ethereum entered",Ethereum co-founder and ConsenSys founder Joseph Lubin talks about the regulatory framework that Bitcoin (BTC) and Ether (ETH) had to deal with in comparison to the landscape of today for new projects.,0.19246632996632998,0.13636363636363635,0.0
Ethereum,Joseph Lubin Discusses Cryptocurrency Regulations and Ethereum Competitors,2019-11-18,"Polkadot
, NEAR Protocol, and Tezos impressive technology but writes them off as marketing projects too.
The core premise of decentralization for Lubin is the ability to build layers on top without affecting the network. In his opinion, Ethereum is the only smart contract network with sufficient decentralization to actually build layer 2 protocols with trustlessness.
In addition to this, he acknowledges that Ethereum and Bitcoin had the advantage of launching and growing for years without irking regulators. In todays climate, it is near impossible to think of a token offering without considering
legal
ramifications.
In this aspect, Lubin is dead-on, as these are two projects that are now so far distributed that regulators cannot really do much about them anymore.
Trade Off Between Compliance and Permissionless Usage
One stark differ","Joseph Lubin, the co-founder of Ethereum and ConsenSys, offered his thoughts on the so-called ""Ethereum killers"" as well as the state of regulation in the cryptosphere. As per an interview byForkast Focus,Lubin rightfully acknowledges the benefits Bitcoin and Ethereum gained by being first movers, November 18, 2019. Finding Core Decentralization",0.12896825396825398,0.25,0.0
Ethereum,"DAOBet's Token Swap has begin, shifts from Ethereum (ERC-20) to new BET Tokens",2019-11-18,"and the ability to execute
3,000 transactions per second
, iGaming just got a whole lot easier.
Scalability
: Using an innovative
deterministic block finality
through the use of sequential block confirmation, the DAOBet main net will not get congested over time as user load increases.
Secure
: With a minimum of
100 validators
, the network secures itself against hackers and malicious parties. The difficulty to gain access to such a large number of nodes simultaneously means data is extremely difficult to alter.
Provably Fair:
DAOBets provably fair model uses Signidice RNG Verification, which has been certified by Gaming laboratories International, a globally recognized authority body for the iGaming and gambling industry.
Customizable: DAOBets customizable ecosystem allows users to create their very own games, which they can play with other users. Now, with DAOWallet, managing resources for those games has never been easier
To accommodate the new c","With online gaming on the rise, DAOBet (formerly known as DAO.casino) has announced the release of its main net. The new DAOBet blockchain can be used as a base to mount new games on the blockchain. Blockchain offers huge advantage",0.19826975108225106,0.01742424242424242,0.13636363636363635
Ethereum,Will Ether Remain a Commodity After Ethereum 2.0 Upgrade?,2019-11-18,"Last week, Commodity Futures Trading Commission (CFTC) Chairman Heath Tarbert shared some insight on ethers legal classification once the Ethereum Networks 2.0 upgrade takes place. Ultimately, Tarbert says the commission is still evaluating ethers future legal status. Some speculate the asset will maintain its commodity status, while others make the case for a security ...","Last week, Commodity Futures Trading Commission (CFTC) Chairman Heath Tarbert shared some insight on ethers legal classification once the Ethereum Networks 2.0 upgrade takes place. Ultimately, Tarbert says the commission is still evaluating ethers future legal status. Some speculate the asset will maintain its commodity status, while others make the case for a security ...",0.08,0.08,0.0
Ethereum,Ethereum USD Overview,2019-11-17,"Nov. 11, 2019 at 12:05 p.m. ET
by Kenneth Rogoff
Nov. 9, 2019 at 3:05 p.m. ET
by Shawn Langlois
Oct. 26, 2019 at 6:07 p.m. ET
by Clive McKeef
Oct. 26, 2019 at 9:09 a.m. ET
by Francine McKenna
Oct. 25, 2019 at 11:51 a.m. ET
by Nicole Lyn Pesce
Oct. 25, 2019 at 7:00 a.m. ET
by WSJ Video
Oct. 23, 2019 at 7:12 p.m. ET
by WSJ Video
Oct. 23, 2019 at 1:44 p.m. ET
by Mark DeCambre
Zuckerberg to tell Congress Facebook will delay Libra launch until U.S. regulators approve it
Facebook  Chief Executive Mark Zuckerberg plans to tell lawmakers that the company won't be a part of launching its Libra digital currency anywhere in the world until U.S. regulators approve it. Zuckerberg is scheduled to appear Wednesday before the House Financial Services Committee, and also says in prepared testimony that U.S. financial leadership is at risk if companies aren't allowed to innovate. ""The rest of the world isn't waiting. China is moving quickly to launch similar ideas in the coming months. Libra will be bac","ETHUSD | A complete Ethereum USD cryptocurrency overview by MarketWatch. View the latest cryptocurrency news, crypto prices and market data.",0.06666666666666667,0.3,0.0
Ethereum,Hackers steal $ 34 million in Ethereum s second cryptocurrent robbery in this week,2019-11-15,"One of the most popular cryptocurrences in the world is attracting the attention of hackers, or at least that has been the case this week. For the second time in a span of just three days, hackers have been able to earn millions of dollars from Ethereum, leaving white hat hackers vigilant struggling to prevent further theft.","One of the most popular cryptocurrences in the world is attracting the attention of hackers, or at least that has been the case this week. For the second time in a span of just three days, hackers have been able to earn millions of dollars from Ethereum, leaving white hat hackers vigilant struggling to prevent further theft.",0.18571428571428572,0.18571428571428572,0.0
Ethereum,"Bitcoin, Ethereum & Ripple",2019-11-14,"Share:
Bitcoin Technical Analysis: BTC/USD Vulnerable To Fresh Wave Of Selling
Bitcoin price is trading in positive territory, up some 1.30% in the second half of the session.
BTC/USD vulnerable to a fresh wave of selling pressure, as key support is being breached.
Next major support to the downside would be back within the $7000 price territory.
Ethereum Technical Analysis: ETH/USD Extreme Narrow Conditions Subject To A Breakout
Ethereum price is trading marginally in the red, down 1.90% the session on Thursday.
ETH/USD trading within very narrow conditions, the daily range is $180-195.
The price continues to have difficulty trading to break down the resistance ahead of the big $200 mark.
Ripple's XRP Technical Analysis: XRP/USD Testing A Critical Near-Term Daily Support
Ripple's XRP price is trading with the red by some 1.80% in the session on Wednesday.
XRP/USD is within the control of the market bears, running towards its fifth consecutive session in the red.
The price is trading a","Bitcoin Technical Analysis: BTC/USD Vulnerable To Fresh Wave Of Selling Bitcoin price is trading in positive territory, up some 1.30% in the second half of ...",-0.0496174710063599,-0.023232323232323233,0.0
Ethereum,15 November 2019 LINK/ETH  4-hourly,2019-11-14,"In this 4-hourly chart of
Chainlink/ Ethereum (LINK/ETH)
, there is an appreciation from 0.014366 to 0.016904.
We can see the price then depreciated to the 0.016355 level (indicated by the blue up arrow), just above the 0.16305 level that represents the 23.6% retracement of the appreciating range.
We can RSI (14) plotted and we can see RSI Average (3) crossing above RSI (14) on the last bar shown, a bearish development that coincided with a market pullback.
We can see an indication of market weakness prior to the crossover when the slope of RSI (14) became negative, and this bearishly preceded the slope of RSI Average (3) becoming negative.
Stay on top of the cryptocurrency market with CryptoDailys trading charts!","In this 4-hourly chart of Chainlink/ Ethereum (LINK/ETH), there is an appreciation from 0.014366 to 0.016904.",0.015909090909090914,0.0,0.0
